Timestamp,Voltage (V),Current (A),Power (kW),Frequency (Hz),Reactive Power (kVAR),Power Factor,Load Type
2025-03-01 00:00:00,232.48357076505616,8.459150401724242,2.7953440224220953,50.4556217246771,0.31731555343287665,0.9379801912001079,Industrial
2025-03-01 00:01:00,229.3086784941441,12.286723060411656,1.7955078500241326,50.1113736633658,0.609902993258149,0.9030791994356369,Industrial
2025-03-01 00:02:00,233.23844269050346,10.369717308120729,2.912043290272132,49.69611762479324,0.49917810990207795,0.9852951071950984,Industrial
2025-03-01 00:03:00,237.61514928204014,10.504389708468574,2.6515769141881367,49.83096037718289,0.5835538916254069,0.9781282819454735,Industrial
2025-03-01 00:04:00,228.82923312638331,6.059382837297198,2.1823693077206956,50.28419983284336,0.4417486404091638,0.8658809882920934,Residential
2025-03-01 00:05:00,228.8293152152541,5.594173293588563,2.1251665245270432,50.24864582859248,0.49016643397409065,0.9609389078521161,Industrial
2025-03-01 00:06:00,237.89606407753695,9.558868119465371,2.332973458971577,50.0036186963121,0.6613157500958884,0.978221702782507,Residential
2025-03-01 00:07:00,233.83717364576455,10.493812126833223,1.8506291566947541,50.02998354061157,0.6552722605657417,0.9236509942251376,Industrial
2025-03-01 00:08:00,227.65262807032525,7.7496043445245535,3.3611336954935127,49.767077945254805,0.5941972132592274,0.9111158385416231,Residential
2025-03-01 00:09:00,232.7128002179298,7.822613179047316,3.2430756625716723,50.26428854804707,0.5202417787290419,0.9343773495189277,Commercial
2025-03-01 00:10:00,227.68291153593768,11.122945259652266,2.72585010048797,49.8024465826451,0.5517969427549241,0.8326121314957414,Commercial
2025-03-01 00:11:00,227.6713512321487,11.125708960914261,2.3883007918289545,50.168948222224685,0.5370638298645393,0.8174687352418862,Residential
2025-03-01 00:12:00,231.20981135783018,9.724517879224146,2.4014460060313025,50.27040847373303,0.4833073206345882,0.964030054993423,Industrial
2025-03-01 00:13:00,220.43359877671102,11.56040344237215,2.879032853086984,50.009631110843905,0.4595630190559602,0.9146652454210857,Commercial
2025-03-01 00:14:00,221.37541083743483,7.651595408559707,3.3789134497509754,50.19352227322444,0.6122367945301126,0.8245002980670533,Commercial
2025-03-01 00:15:00,227.18856235379513,9.28813016582606,2.2148016302016282,50.36952794160514,0.37043724511038645,0.8832636054289739,Industrial
2025-03-01 00:16:00,224.93584439832787,13.295755211567347,1.941206978688338,50.053593759842144,0.6487358277248643,0.8596468742900473,Commercial
2025-03-01 00:17:00,231.57123666297636,10.136644259879635,3.2738203867976354,49.96493963671361,0.47245571932521857,0.9750955908451369,Residential
2025-03-01 00:18:00,225.45987962239394,10.252625029173998,1.6064307062077743,49.9866294284897,0.3685946495302317,0.9014440362292006,Industrial
2025-03-01 00:19:00,222.93848149332354,14.61189317193548,1.9957345958736767,49.85140241946558,0.4454495142303388,0.9155025092206487,Residential
2025-03-01 00:20:00,237.32824384460778,7.201315668302458,2.3765710537445734,49.84688324145262,0.4125592112908726,0.8470580809856678,Residential
2025-03-01 00:21:00,228.87111849756732,11.59286073328422,1.7197832660974846,50.08848135276514,0.442432564789615,0.9598127095182682,Industrial
2025-03-01 00:22:00,230.33764102343963,13.3279725596162,3.056074531403299,49.96721003557014,0.4406046481312835,0.9860202575193252,Commercial
2025-03-01 00:23:00,222.8762590689327,9.350284147002908,2.92845263525255,50.065513835370254,0.4366305228624777,0.9584988697396944,Residential
2025-03-01 00:24:00,227.27808637737408,11.719261573709693,2.2126033863923413,49.702012770029484,0.4692042931860165,0.8985718286395573,Commercial
2025-03-01 00:25:00,230.55461294854933,8.03596100557819,3.1398070595888736,49.98147623496257,0.49352266679389273,0.9670177863527727,Residential
2025-03-01 00:26:00,224.24503211288848,8.626535208865297,3.224646214201913,50.20602357001809,0.5763859635180968,0.8375917742324819,Industrial
2025-03-01 00:27:00,231.87849009172837,10.769932832095268,2.443414675854968,49.7762151446048,0.47550473680129,0.8226827320077857,Industrial
2025-03-01 00:28:00,226.99680655040598,11.597133346221181,2.274665911215996,50.00330528282691,0.5326020806627594,0.8876438240579281,Industrial
2025-03-01 00:29:00,228.5415312510336,12.241873024812492,3.629801013871239,49.629078137820315,0.5007531312048538,0.8363068934157214,Commercial
2025-03-01 00:30:00,226.99146693885302,13.139257173878987,2.8605809110420775,49.73890759554536,0.554058077049296,0.8518321112228642,Residential
2025-03-01 00:31:00,239.26139092254468,9.865106882889636,2.6281623264844267,50.16153217753561,0.5046675339655861,0.9170233517362532,Industrial
2025-03-01 00:32:00,229.93251387631034,12.387223510345176,3.181772973319806,49.93814314133741,0.435317822468303,0.8807806227567485,Residential
2025-03-01 00:33:00,224.7114453552205,9.315390313101702,2.6509653175015107,50.36441457310771,0.40818003473594133,0.9731756559220881,Residential
2025-03-01 00:34:00,234.11272456051594,11.804182623176537,2.247189707040406,50.086488622084865,0.5210229598504215,0.8451224690950256,Industrial
2025-03-01 00:35:00,223.8957817501449,10.414977595704364,2.540079880243777,50.10611913297787,0.6273378489900638,0.9993581397932105,Residential
2025-03-01 00:36:00,231.04431797502377,10.891355814163848,3.0193271436598677,49.78470359002102,0.47708753729902653,0.8718786831852788,Residential
2025-03-01 00:37:00,220.2016493806011,10.847015748044075,1.503907216825393,49.92297892463111,0.42991363461717974,0.903080570131848,Industrial
2025-03-01 00:38:00,223.35906975550785,6.790589980404375,2.3559846302803895,49.853472763590474,0.4743829324728431,0.8264664219617432,Residential
2025-03-01 00:39:00,230.98430617934562,7.751756282278453,3.1915286992908025,49.786911652089884,0.4438605489097511,0.915859802549228,Industrial
2025-03-01 00:40:00,233.69233289997706,10.205082879635045,2.2440657994532414,50.132778625219224,0.43330194808880856,0.9922569788869791,Commercial
2025-03-01 00:41:00,230.85684140594987,6.625441840717663,3.273054280215705,50.172903173153735,0.35564054184997484,0.9498795555754023,Residential
2025-03-01 00:42:00,229.4217585880588,11.662422206399512,3.2073719096799063,50.07978743883349,0.47555917137381115,0.8488109120299037,Industrial
2025-03-01 00:43:00,228.49448152205355,11.743111932576284,2.4672354422555243,49.834386561354805,0.5235777153843387,0.8885223421668126,Commercial
2025-03-01 00:44:00,222.60739004816287,10.65434110575558,2.2157303475554997,50.06614600701949,0.3918095842801948,0.8850866628058095,Residential
2025-03-01 00:45:00,226.40077895802645,7.757731974484155,2.3563205629251827,49.61746431970687,0.4121660249732146,0.819589553518502,Industrial
2025-03-01 00:46:00,227.69680614520107,12.76027787773703,3.8323072460007173,50.26460185374161,0.4051938005511787,0.9771700361355332,Residential
2025-03-01 00:47:00,235.28561113109458,14.074421279436717,3.437212223466622,49.740369964872514,0.36133220329537985,0.876291209995004,Commercial
2025-03-01 00:48:00,231.7180914478423,10.294153654891948,2.5626954859033693,49.77590820351231,0.4044407896360733,0.898851922220819,Residential
